JD                        TFO                       ImpulsiveBurn1.Element1   ImpulsiveBurn1.Element2   ImpulsiveBurn1.Element3   Add_V                     
31146.99962962963         310                       0.8908231668862975        -0.8744592086728297       -7.615285260207433        7.716917416729729         
31146.99962962963         315                       1.026091101054331         -0.2015767867722015       -7.582736321102371        7.654501046050841         
31146.99962962963         320                       1.253693916788328         1.082821149200783         -7.856382804969593        8.029134502321558         
31146.99962962963         325                       1.543494405555956         3.78609741956456          -8.940839953518843        9.831354317938846         
31146.99962962963         330                       -2.871979163705409        -9.036337000670823        -4.42230929377911         10.46233579064903         
31151.99962962963         290                       0.9249935494481708        -2.039928355938846        -8.185484331788967        8.486405276078132         
31151.99962962963         295                       0.9998724338439035        -1.751385716508116        -7.91039310538982         8.163419375099405         
31151.99962962963         300                       1.038941639997817         -1.480691041742688        -7.65341826549386         7.864264545335021         
31151.99962962963         305                       1.108077632539637         -1.107975173884634        -7.460593052926225        7.623378104688917         
31151.99962962963         310                       1.183828210130085         -0.6889200354521082       -7.311673217728247        7.438859138953478         
31151.99962962963         315                       1.329486338817793         0.1051769349554127        -7.34998734606086         7.470000676037755         
31151.99962962963         320                       1.606788724324808         1.872693482008295         -7.890271844234589        8.267111990174973         
31151.99962962963         325                       1.644891766203432         7.516183022631161         -11.04110216201987        13.45751140086355         
31151.99962962963         330                       -1.196335110989729        -6.732268311645578        -4.466919593275709        8.167498085127686         
31156.99962962963         290                       1.280531944250263         -1.782413769068393        -7.829024576428751        8.130829399436157         
31156.99962962963         295                       1.287876407351534         -1.625153388402036        -7.559806074490837        7.839031640474215         
31156.99962962963         300                       1.318817022542416         -1.337645830707505        -7.296967992870433        7.534873362992398         
31156.99962962963         305                       1.371534282823063         -0.9614159383528361       -7.121196858306294        7.315522646416267         
31156.99962962963         310                       1.460124958537735         -0.4028478219478409       -7.047037946039397        7.207981345363771         
31156.99962962963         315                       1.610704089264786         0.4948242341383018        -7.154822652144244        7.350558201218547         
31156.99962962963         320                       1.902367660190117         2.597827553742461         -7.923806122417421        8.55303537810879          
31156.99962962963         325                       1.014261126490969         -1.582771190691751        -5.798682341359874        6.095786017470868         
31156.99962962963         330                       -0.7283538655075019       -6.072306868319121        -4.30350162299249         7.478204080896313         
31161.99962962963         290                       1.505437177498346         -1.825559112749425        -7.381025107193154        7.751034692384777         
31161.99962962963         295                       1.530458293182461         -1.515738927896713        -7.144413154946126        7.462064487343949         
31161.99962962963         300                       1.553573177414627         -1.204812902245212        -6.932585097231957        7.205962800164968         
31161.99962962963         305                       1.598150818068736         -0.7920362179839922       -6.787809340238385        7.018245011918551         
31161.99962962963         310                       1.677143522474122         -0.2205502987242459       -6.738309131379504        6.947392516568836         
31161.99962962963         315                       1.879467020282344         1.016361417694532         -7.030114053866051        7.347645229736667         
31161.99962962963         320                       2.19653955963188          3.380526007220214         -8.017251835941467        8.973799035159349         
31161.99962962963         325                       -1.460085468475785        -7.939387066626107        -3.90296997835752         8.96654288011406          
31166.99962962963         290                       1.774008228160614         -1.638398002167036        -7.064963456506296        7.466268267940544         
31166.99962962963         295                       1.734582172265218         -1.409180830218435        -6.758730458730749        7.118637744566737         
31166.99962962963         300                       1.760638959788077         -1.070286269097802        -6.565148022169225        6.880881542181599         
31166.99962962963         305                       1.767523181168202         -0.7626707777100381       -6.393586246813451        6.677106409709366         
31166.99962962963         310                       1.766656134473857         -0.4256388566258951       -6.263361917114942        6.521652002254466         
31166.99962962963         315                       1.72705876203996          -0.1378908544327734       -6.147429279603026        6.386911037660989         
31166.99962962963         320                       1.743675925148886         0.03502416166117457       -5.975766181529114        6.22506336354506          
31166.99962962963         325                       1.268336955310849         -1.483230462048112        -5.156176051014451        5.513148166411785         
31166.99962962963         330                       0.5047913870358207        -3.640629434364584        -4.264197295149311        5.629598173470824         
31171.99962962963         290                       1.904893097487027         -1.605446732110304        -6.5661139403044          7.022814905688256         
31171.99962962963         295                       1.900253433114296         -1.26528643221855         -6.377837799800952        6.774121925843147         
31171.99962962963         300                       1.909859808727309         -0.9407233352043071       -6.20325766884099         6.558424398315832         
31171.99962962963         305                       1.900045348061366         -0.648050180991422        -6.044003122873025        6.368682368517959         
31171.99962962963         310                       1.880962732270306         -0.2986139779694347       -5.943948254504209        6.241611327233708         
31171.99962962963         315                       1.968507328818961         0.2620056799008516        -5.942693050396936        6.265721727873837         
31171.99962962963         320                       1.450505304452339         -0.6165736092959253       -5.44726796192702         5.670701623517245         
31171.99962962963         325                       0.7361090307891343        -3.269992781815621        -4.237491279892376        5.402873461918159         
31171.99962962963         330                       0.6716377521492177        -3.281117776198819        -4.071344571948704        5.271876113390386         
31176.99962962963         290                       2.04415087480102          -1.455120120942627        -6.183121304190921        6.672849198630335         
31176.99962962963         295                       2.026917478640736         -1.122498373029152        -6.010551535182036        6.441671120117166         
31176.99962962963         300                       2.020625691963861         -0.8101657148793617       -5.850294182373908        6.24221424599544          
31176.99962962963         305                       1.996528489287597         -0.5332222330897078       -5.704630614068106        6.067393377832135         
31176.99962962963         310                       1.962524637232369         -0.2184644210043478       -5.609834866592515        5.947224300917687         
31176.99962962963         315                       1.979680097902906         0.04629781766259618       -5.487908391517708        5.834245048988228         
31176.99962962963         320                       1.230192019281809         -2.239051776167357        -4.407850889222592        5.094690836771477         
31176.99962962963         325                       0.9697847316210604        -2.784953410820218        -4.061976093408455        5.019571466723659         
31176.99962962963         330                       0.9018073784140742        -2.753206426612736        -3.95189862156422         4.900092334887672         
31181.99962962963         290                       2.111569805323417         -1.453679802095668        -5.746273642629165        6.292183467267076         
31181.99962962963         295                       2.106385367497052         -1.056859548063766        -5.617822169387112        6.092104508919439         
31181.99962962963         300                       2.080337067362354         -0.7514568072647698       -5.478275257575167        5.907959837777049         
31181.99962962963         305                       2.044561398016241         -0.4723894683285148       -5.355156609525741        5.751615897518979         
31181.99962962963         310                       1.9884096839844           -0.2129116083640853       -5.257680864384158        5.625149997648993         
31181.99962962963         315                       1.977886596553718         0.05762537186689923       -5.157707660872398        5.524246952058848         
31181.99962962963         320                       1.168136924857771         -2.44900662742518         -4.018374106919358        4.848660412892263         
31181.99962962963         325                       0.8892170239916941        -2.989751075101881        -3.716476740771158        4.851960198880707         
31181.99962962963         330                       0.8728945181480088        -2.962912112067093        -3.649455468510023        4.78114193893932          
31186.99962962963         290                       2.116736630818224         -1.430244547236841        -5.347622357928634        5.926486169069038         
31186.99962962963         295                       2.158208120195142         -0.8785422835707126       -5.297082634181876        5.786949392162428         
31186.99962962963         300                       2.131176843282339         -0.5654246853965763       -5.179291808275392        5.629092595389356         
31186.99962962963         305                       2.083986997482142         -0.2020565387578582       -5.131850202375507        5.542536887576931         
31186.99962962963         310                       2.096333221122098         0.03817085916985008       -4.99869437389156         5.420610245354765         
31186.99962962963         315                       1.942888131246177         -0.1548055165504673       -4.742297287190567        5.127198318632383         
31186.99962962963         320                       1.215099273141383         -2.25627758256025         -3.787457580554135        4.572973835224691         
31186.99962962963         325                       1.077055879647937         -2.43975768782288         -3.588766807507698        4.471209471926364         
31186.99962962963         330                       1.043010822830024         -2.417277853735347        -3.547958154614997        4.418043782671125         
31191.99962962963         290                       2.187876820308085         -1.158064090674224        -5.050875773390844        5.624878976224919         
31191.99962962963         295                       2.189449114201493         -0.702612488959492        -4.989220214451853        5.493602650503088         
31191.99962962963         300                       2.141383928092655         -0.4515095171682956       -4.863493382936           5.333193588971747         
31191.99962962963         305                       2.083198241332462         -0.1500773528979951       -4.809165498935961        5.243120342000506         
31191.99962962963         310                       2.064110301278895         0.01458751873634551       -4.660449793101529        5.097112555709225         
31191.99962962963         315                       1.714469564412505         -0.7953007224518955       -4.172950276496715        4.580984952665019         
31191.99962962963         320                       1.467609379404103         -1.245059685728242        -3.874636239271155        4.326298290480433         
31191.99962962963         325                       1.274578221454138         -1.665354216519369        -3.587206245668918        4.155238014608805         
31191.99962962963         330                       1.179685942051462         -1.715279858005582        -3.470404092815407        4.046918393121292         
31196.99962962963         290                       2.19304782794878          -1.046881478628582        -4.700978120914348        5.291938671156519         
31196.99962962963         295                       2.146561492138358         -0.7218953003096832       -4.609846776007468        5.136102253889316         
31196.99962962963         300                       2.086627363124838         -0.4732834600252172       -4.509448175939379        4.991305824887686         
31196.99962962963         305                       2.045461397714019         -0.1473338999559951       -4.475198233623201        4.922704423164025         
31196.99962962963         310                       1.922646175450075         -0.1029331479634047       -4.350026905606465        4.757089197021916         
31196.99962962963         315                       1.64520499589977          -0.7071915840855689       -3.967141694391121        4.352589187887076         
31196.99962962963         320                       1.433253654108231         -1.133502277269494        -3.665874864146843        4.09605688060766          
31196.99962962963         325                       1.246582191177013         -1.559022790168951        -3.384990901568913        3.929717880882824         
31196.99962962963         330                       1.206205486117937         -1.545078450305102        -3.309847424483391        3.84672445928969          
31201.99962962963         290                       2.158155004906837         -0.9152148455858266       -4.392350104924687        4.978753928747335         
31201.99962962963         295                       2.106176546659877         -0.5963754929143451       -4.322006917325644        4.844727770232263         
31201.99962962963         300                       2.037708107833879         -0.3762587033196293       -4.230992636725368        4.711170092087525         
31201.99962962963         305                       1.953244453738328         -0.2328350577565112       -4.132548347494172        4.576825526995412         
31201.99962962963         310                       1.773644096203697         -0.4204555071060047       -3.928228621064942        4.330539956265013         
31201.99962962963         315                       1.566383627712043         -0.7436767279286198       -3.682313309208527        4.070140544502268         
31201.99962962963         320                       1.372119983812468         -1.156005818396724        -3.400922372040051        3.845170436116862         
31201.99962962963         325                       1.263876964049068         -1.313661606012232        -3.235623049742709        3.713805099273632         
31201.99962962963         330                       1.22837018950262          -1.304960610498561        -3.200532671912571        3.668136434402529         
31206.99962962963         290                       2.091497996222738         -0.8184414421394248       -4.091699101161598        4.667570224095361         
31206.99962962963         295                       2.048197948979908         -0.4547236055181388       -4.066857623192553        4.576157703023389         
31206.99962962963         300                       1.972549945056076         -0.2663190969677274       -3.983499053402578        4.453104967953222         
31206.99962962963         305                       1.878094417462439         -0.1737724676993699       -3.881123595164813        4.315154211888486         
31206.99962962963         310                       1.728362523469901         -0.2733601138456919       -3.728361538845022        4.118572875246448         
31206.99962962963         315                       1.51085273714428          -0.6743571400147296       -3.461596923742146        3.836676531594277         
31206.99962962963         320                       1.326371227190014         -1.040715948398176        -3.220670962586405        3.635254016821259         
31206.99962962963         325                       1.233289596124612         -1.169330962835647        -3.077657548150791        3.515723839018772         
31206.99962962963         330                       1.220573896706541         -1.165451669422322        -3.06764416164105         3.501216778997137         
31211.99962962963         290                       1.972422285396901         -0.7313255385475735       -3.846546815347514        4.384199940459186         
31211.99962962963         295                       1.901195504951101         -0.5270541700688897       -3.758159146380067        4.244536560774736         
31211.99962962963         300                       1.818531818953229         -0.3926072355706142       -3.66618925980997         4.111221485971501         
31211.99962962963         305                       1.717817016015329         -0.3477476100050966       -3.558931017224818        3.967091338265473         
31211.99962962963         310                       1.592651071231374         -0.4253981256767047       -3.417963933090631        3.794730352466703         
31211.99962962963         315                       1.451657058825945         -0.6081914886949862       -3.248332101466106        3.609552125233188         
31211.99962962963         320                       1.221805044631753         -1.086252353021754        -3.004603413335036        3.420583782478869         
31211.99962962963         325                       1.209975326248631         -1.077391403720913        -2.97082138841451         3.383872374780603         
31211.99962962963         330                       1.174809994056364         -1.061421157592158        -2.940521417469371        3.339679565843865         
31216.99962962963         290                       1.770943736372052         -0.9548249623469343       -3.473741547881058        4.014325941872597         
31216.99962962963         295                       1.694960552141042         -0.7704204850846129       -3.402194524052439        3.878320071454221         
31216.99962962963         300                       1.606619264640863         -0.6680496766158855       -3.316746202125481        3.745440054420246         
31216.99962962963         305                       1.49842759849279          -0.6713200518368952       -3.206607427143375        3.602538975741167         
31216.99962962963         310                       1.346581901902442         -0.8651253343752886       -3.03790516908388         3.433743216819759         
31216.99962962963         315                       1.175930190717338         -1.139396903052324        -2.880508442414618        3.313361737412266         
31216.99962962963         320                       1.170439135930645         -1.130301649213344        -2.854903576052895        3.286028608775658         
31216.99962962963         325                       1.127127590711685         -1.105434059942294        -2.822151714857989        3.233719432526563         
31216.99962962963         330                       1.102148180795553         -1.078400626659229        -2.782049794725833        3.180798576512511         
31221.99962962963         290                       1.603888167840177         -1.001123674622706        -3.210988476881604        3.726278688650948         
31221.99962962963         295                       1.525118579312517         -0.8467418552694006       -3.145921925001939        3.597191016423398         
31221.99962962963         300                       1.430960154593328         -0.7851860082160219       -3.061473467870773        3.469406840658597         
31221.99962962963         305                       1.307996982762691         -0.8638413418684813       -2.938982380464078        3.330870067041904         
31221.99962962963         310                       1.191426137627729         -0.9213930571527148       -2.863105796267258        3.23509446659768          
31221.99962962963         315                       1.17661048530708          -0.9086971411209763       -2.827673166059596        3.194664029670334         
31221.99962962963         320                       1.130328151965428         -0.8884883610428141       -2.795115827183496        3.143203109282918         
31221.99962962963         325                       1.114470551019273         -0.8728062212095894       -2.761091006053524        3.102814666166999         
31221.99962962963         330                       1.082833342895315         -0.8545693685208958       -2.740037170893372        3.06767347544966          
31226.99962962963         290                       1.513558002954295         -0.7720884147651597       -3.07973779911016         3.517351739560527         
31226.99962962963         295                       1.438340291828534         -0.6257050385462669       -3.031560545327279        3.413310552871597         
31226.99962962963         300                       1.334282831190338         -0.6220369898954418       -2.942099986941994        3.289862158749446         
31226.99962962963         305                       1.210572606879402         -0.680524042391448        -2.872183328688769        3.190303446758206         
31226.99962962963         310                       1.175564671842835         -0.6613163185494303       -2.820552049513917        3.126468524530813         
31226.99962962963         315                       1.116924297888175         -0.6449410122618917       -2.7826138782397          3.066986923982978         
31226.99962962963         320                       1.105156148543325         -0.6349710511649805       -2.751573284372184        3.032443550628998         
31226.99962962963         325                       1.070351801299626         -0.6244109995787929       -2.729339231257714        2.997471386722948         
31226.99962962963         330                       1.079265060317441         -0.6206323865876822       -2.711654855072164        2.983801213676939         
31231.99962962963         290                       1.329021925728127         -0.7563791817976061       -2.923104735666667        3.298931651519899         
31231.99962962963         295                       1.270084717075642         -0.7139978627440471       -2.862603477631878        3.212072042576614         
31231.99962962963         300                       1.190401697513779         -0.6755670828011129       -2.816811844864225        3.13175287246224          
31231.99962962963         305                       1.135549065536381         -0.6433587284792629       -2.762228629958586        3.055043230121938         
31231.99962962963         310                       1.082065505286413         -0.621282194996869        -2.732377646208165        3.003788428809349         
31231.99962962963         315                       1.055881013267394         -0.6030924116202752       -2.695268021962291        2.956869101151598         
31231.99962962963         320                       1.020652187299537         -0.5888012684029756       -2.67587538940514         2.923820603377778         
31231.99962962963         325                       1.024853394434946         -0.58270200748842         -2.655114085937803        2.905081224159008         
31231.99962962963         330                       1.019546552001515         -0.5752151108277046       -2.638071510497813        2.886133900206801         
31236.99962962963         290                       1.131023327221534         -0.6592324590477475       -2.778520675828393        3.071478202394944         
31236.99962962963         295                       1.140797081009447         -0.6547650534170045       -2.758526867297949        3.056076853225469         
31236.99962962963         300                       1.074181275148544         -0.622450751473385        -2.722367788727468        2.992089023907948         
31236.99962962963         305                       1.033432146250912         -0.59517589809301         -2.678429687532741        2.931928024633676         
31236.99962962963         310                       0.984493972314343         -0.5729598448350408       -2.654540901059466        2.888615370850586         
31236.99962962963         315                       0.9682470182287202        -0.5572826142815569       -2.624628054337888        2.852496910446492         
31236.99962962963         320                       0.9387398654451847        -0.5428307855267518       -2.610499206423045        2.826765625839359         
31236.99962962963         325                       0.9459177960040782        -0.5381511157093903       -2.592159663575711        2.811344664320869         
31236.99962962963         330                       0.9501293473504403        -0.5350751252428478       -2.580656519952865        2.80157799111955          
31241.99962962963         290                       0.9790158363763335        -0.5832819618478998       -2.687039041986738        2.918710103462451         
31241.99962962963         295                       0.9862017544428986        -0.5792890877196031       -2.670419309785217        2.905048887315155         
31241.99962962963         300                       0.9673549966548607        -0.563165491085446        -2.642869568421332        2.870137734602678         
31241.99962962963         305                       0.9180085475548647        -0.5397185864540968       -2.622069979571471        2.830068342587813         
31241.99962962963         310                       0.8956880513996288        -0.5202511763984514       -2.590947042633663        2.790327032750133         
31241.99962962963         315                       0.8639981935381573        -0.5035037713983053       -2.578132777196672        2.765280734953568         
31241.99962962963         320                       0.8705708663811892        -0.4982862518650171       -2.558984503122865        2.748560443106965         
31241.99962962963         325                       0.874494515372504         -0.4947162696074683       -2.546565493696069        2.7376049127868           
31241.99962962963         330                       0.8775730095389355        -0.4919595456575291       -2.537096446694956        2.72928872812441          
31246.99962962963         290                       0.8411540162070277        -0.5147563452461348       -2.628098203712695        2.807029451628583         
31246.99962962963         295                       0.8469062536333288        -0.5107648929954275       -2.612709386752738        2.79363228038082          
31246.99962962963         300                       0.8485479075069134        -0.5039186607391219       -2.59365488272465         2.775069948425965         
31246.99962962963         305                       0.8031467557973001        -0.48063894640136         -2.577535795258292        2.742216126417342         
31246.99962962963         310                       0.796048700830105         -0.4676121672814326       -2.553149565265236        2.714945188341193         
31246.99962962963         315                       0.7785778799489346        -0.4509579692836465       -2.534863621944023        2.689810437012501         
31246.99962962963         320                       0.7814115318155725        -0.4475842715490657       -2.524128442080999        2.679955233640054         
31246.99962962963         325                       0.784100840981192         -0.4446971306960503       -2.514819708756665        2.671495430358748         
31246.99962962963         330                       0.7873799484677578        -0.4416470539764618       -2.504684131451959        2.662416553036439         
31251.99962962963         290                       0.7524719219568452        -0.4683189380901018       -2.604751283960146        2.751411614498874         
31251.99962962963         295                       0.7577360959894743        -0.4629946957675907       -2.586326313755122        2.734522239934511         
31251.99962962963         300                       0.7117847205356155        -0.4383456915504437       -2.572098246251203        2.704528391800929         
31251.99962962963         305                       0.7083046623029705        -0.4266155445226943       -2.548285307604959        2.679077140812451         
31251.99962962963         310                       0.6851981139189652        -0.4047641993511552       -2.530213661731026        2.652416197809992         
31251.99962962963         315                       0.6877957640765212        -0.4010705228661085       -2.519033236662922        2.64186468707354          
31251.99962962963         320                       0.6903947651744138        -0.3977523781145846       -2.508905740240555        2.632386730609324         
31251.99962962963         325                       0.6937405316575811        -0.3941549305803418       -2.49762214488654         2.621974525656757         
31251.99962962963         330                       0.7235298287701771        -0.3934423192325191       -2.50328818726708         2.635288223362707         
31256.99962962963         290                       0.6651720040838138        -0.4107260137766128       -2.602231170688232        2.717122875232393         
31256.99962962963         295                       0.6346127391571491        -0.3870065901242036       -2.576557283206543        2.681632872550749         
31256.99962962963         300                       0.6010356968261729        -0.3659188299644399       -2.570293232986689        2.664872943034815         
31256.99962962963         305                       0.6056980757731564        -0.35919019286677         -2.549065723988812        2.644546051567561         
31256.99962962963         310                       0.6072069126003196        -0.3531804254527871       -2.534843864126303        2.630374510052018         
31256.99962962963         315                       0.6096747911675442        -0.3491202413730552       -2.523032714330622        2.619023171242308         
31256.99962962963         320                       0.6149695505605951        -0.3464881935391599       -2.52427711426499         2.621109796628275         
31256.99962962963         325                       0.651502153876037         -0.3384273355282242       -2.511948254785773        2.617034992631764         
31256.99962962963         330                       0.7076059336282685        -0.3408326098306522       -2.518845725086627        2.638457278793251         
31261.99962962963         290                       0.5564070472238041        -0.3230530541327313       -2.621016441941963        2.698829240043709         
31261.99962962963         295                       0.5146801344495996        -0.2871515754779234       -2.598078327719615        2.664087585846768         
31261.99962962963         300                       0.500330250308442         -0.2677254837337241       -2.598727212979897        2.659960605252722         
31261.99962962963         305                       0.5040355112775529        -0.2610874359010218       -2.578766675678061        2.640502984925764         
31261.99962962963         310                       0.5066260117302664        -0.2566166568724002       -2.565613997924963        2.627717110096632         
31261.99962962963         315                       0.5258516688739853        -0.2550186176307427       -2.567210688575491        2.632892932219633         
31261.99962962963         320                       0.569320724255713         -0.251040386347037        -2.552634519616158        2.627373280175532         
31261.99962962963         325                       0.6233875552047976        -0.257732323483465        -2.555464835433494        2.642998017344987         
31261.99962962963         330                       0.7129308397698134        -0.2716237102082159       -2.554114937368734        2.665624305023546         
31266.99962962963         290                       0.4375686323416449        -0.1975351463054461       -2.669824805362583        2.712646481457657         
31266.99962962963         295                       0.4405433709223868        -0.1904068518053163       -2.649346827980875        2.692465755735882         
31266.99962962963         300                       0.4350239169409302        -0.1656101911972123       -2.653215602733389        2.693738216369012         
31266.99962962963         305                       0.4378274312161592        -0.1588045968433007       -2.633770343005725        2.674632307290181         
31266.99962962963         310                       0.4473720595628344        -0.1542234749493646       -2.620296203019902        2.662682638142118         
31266.99962962963         315                       0.4792465586999656        -0.1587278283788488       -2.62032002006394         2.66851059489662          
31266.99962962963         320                       0.55596185072024          -0.1715078456250213       -2.614239606017771        2.678200373056348         
31266.99962962963         325                       0.6381818189742288        -0.1889622577304483       -2.604993930446487        2.68867553761678          
31266.99962962963         330                       0.7331851645635731        -0.2142099091035826       -2.592889367872822        2.703057832293308         
31271.99962962963         290                       0.3628530678893404        -0.05608558127194089      -2.751162298913953        2.775554347561731         
31271.99962962963         295                       0.3649694245106305        -0.04908861697218921      -2.732032155240459        2.75673939109443          
31271.99962962963         300                       0.3666438118570794        -0.04431135187882393      -2.719018894027397        2.743985227138876         
31271.99962962963         305                       0.3818642597386727        -0.04569287224538861      -2.717854789549545        2.744930383182277         
31271.99962962963         310                       0.4196904338828943        -0.04613724593388851      -2.696716763535774        2.72956956469148          
31271.99962962963         315                       0.4790549633300508        -0.06190855645067374      -2.691254749169593        2.734260128843057         
31271.99962962963         320                       0.5632306563761734        -0.08793294945356395      -2.677075938123644        2.737096372867081         
31271.99962962963         325                       0.6622056691297292        -0.1240465365122403       -2.656812111236957        2.740903954147904         
31271.99962962963         330                       0.7710706968333755        -0.168855722190442        -2.632588649901634        2.748378662779653         
31276.99962962963         290                       0.3021141727555073        0.03038978690568696       -2.831831088475392        2.848063171031085         
31276.99962962963         295                       0.3033947948465368        0.03755842628559812       -2.813153187389268        2.829715514436641         
31276.99962962963         300                       0.313022183144173         0.04202961107367989       -2.798576027434177        2.816341093808882         
31276.99962962963         305                       0.3454623056056645        0.03533374797977629       -2.794889770306927        2.816380923544787         
31276.99962962963         310                       0.4191978468007392        0.01636126944246083       -2.779462905614868        2.810944426627675         
31276.99962962963         315                       0.5018429572503574        -0.01134241875182076      -2.757988940436016        2.803297700882356         
31276.99962962963         320                       0.5954250658094343        -0.05046694417833903      -2.730954228405476        2.795565938963812         
31276.99962962963         325                       0.7026879968131537        -0.102194262015603        -2.697854787837046        2.789737361170307         
31276.99962962963         330                       0.8207977102974876        -0.162635275550659        -2.66055687389768         2.789036032991906         
31281.99962962963         290                       0.2482785350439684        0.07736160767385251       -2.91227213253557         2.923859781735222         
31281.99962962963         295                       0.248772653801075         0.08486897472677812       -2.893512934986481        2.905427280295358         
31281.99962962963         300                       0.2812046591212219        0.08056765108277252       -2.887855281012309        2.902632482899473         
31281.99962962963         305                       0.3472791169723447        0.0718668717689952        -2.858015649929503        2.879934215843291         
31281.99962962963         310                       0.4172995872672102        0.0488033215807519        -2.843519373738716        2.874390916099987         
31281.99962962963         315                       0.518036997459475         0.007572432478486451      -2.813239455255971        2.860548182618042         
31281.99962962963         320                       0.6281812868062145        -0.04709992365903212      -2.773877660574858        2.844508289272233         
31281.99962962963         325                       0.7451357011890554        -0.111069960648022        -2.728898397121647        2.830980432846181         
31281.99962962963         330                       0.8736543289202854        -0.181805871033607        -2.679531595672765        2.824219331672396         
31286.99962962963         290                       0.2048799030980786        0.09438043859506405       -2.993645134820362        3.002131681841504         
31286.99962962963         295                       0.2045793829803582        0.1023836502119529        -2.974388257483641        2.983172915207551         
31286.99962962963         300                       0.2576125019457269        0.0936056055049347        -2.963407351517576        2.976056004440961         
31286.99962962963         305                       0.342646748046688         0.07350435332849729       -2.937986476248333        2.958812974576682         
31286.99962962963         310                       0.4396738995110257        0.04083783561440421       -2.903765543330258        2.937147459246976         
31286.99962962963         315                       0.5498099023670631        -0.008298387439217993     -2.860122394951077        2.912500627652405         
31286.99962962963         320                       0.6678692147923178        -0.07070784462700419      -2.808949813175941        2.888121870749269         
31286.99962962963         325                       0.7956450491429804        -0.1422027779364973       -2.75184560192044         2.86808767144372          
31286.99962962963         330                       0.9336584652315641        -0.2165181021409226       -2.691877039223706        2.857411453143046         
31291.99962962963         290                       0.1729302176488582        0.0834531360973236        -3.073672865137778        3.079664619400111         
31291.99962962963         295                       0.1906676374210617        0.09121460659133293       -3.051702994816812        3.059013798757573         
31291.99962962963         300                       0.2540589025977393        0.08052111857055544       -3.035856956256234        3.047532942459259         
31291.99962962963         305                       0.3531347070197213        0.05593675231285107       -3.001976712811465        3.023193216753362         
31291.99962962963         310                       0.4668507979546958        0.01573387519081162       -2.956113477003519        2.99279202606885          
31291.99962962963         315                       0.5870220781432526        -0.03944421807260481      -2.901700906565323        2.960746344712597         
31291.99962962963         320                       0.7179103917818319        -0.1088730078088658       -2.837751322923122        2.929177569422793         
31291.99962962963         325                       0.8552482406819858        -0.1832315387356152       -2.770002024524215        2.904812311638276         
31291.99962962963         330                       1.009896224143313         -0.2626669204074364       -2.695992465989069        2.890892538868415         
31296.99962962963         290                       0.153677233154245         0.05152465360800553       -3.145828318834376        3.15000115769815          
31296.99962962963         295                       0.1923095889527291        0.05224178433940504       -3.135907870990364        3.142233339103488         
31296.99962962963         300                       0.27978785167635          0.0415136769744584        -3.103483347117839        3.116346179929205         
31296.99962962963         305                       0.3824139564701749        0.01697721079897579       -3.060526832552332        3.084372408215729         
31296.99962962963         310                       0.5051084435108466        -0.02619728977768123      -3.003691238430594        3.045977986381774         
31296.99962962963         315                       0.6383641550719951        -0.08651605635426465      -2.936029747601655        3.005871670795298         
31296.99962962963         320                       0.7781775742134299        -0.1575065778351288       -2.861367705971635        2.969477025984106         
31296.99962962963         325                       0.9333910140519395        -0.2374411567220846       -2.7780138696298          2.940230968457064         
